未分组,#genre#
TVBS,http://8.218.84.3:8885/streams/SVfwNceEXkJaJyXXbWiHgK9Z7dCunz3Zo6E2nV0RvXRjxZHDOy91KcsooreaaZSxKsApMG7qgzNcPeQDVRFIagm9wPCL98AsQiim2pK1dUF4GDtjMYFnvzLlDf1V4BUINW92iGogJhS155jnF2w0yh4LlG2G2MIX1wdJ9-yEs-SpZaHnT26iegJCV5h7JZIs3kg-MzCrV3Gkd7FbYkpvW4b85X8idOF5tdlS0A0_VY9vzix_Czlqze2BcyXltO_lZYsukMH3iU4XwD5yefNyvw.m3u8?ips=&u=1777868006
TVBS,http://8.218.84.3:8885/streams/Tt0Lm_oiSosIsFBkgwp6f2cFG_YRJQ05Vs8gudEK-QnZ3o1XrqoZOEaNOy1fVPwvpIbF18zMjWz812yw3JeD3F5cr11-hImy_AcN1LvHpSq-VqjV3o7D_RNhOTeGSGWe7uypHVsAfQA0-_eNSouwUYoseSRiD65pnl1giKDvdIO7Xa987NERSs2wrYau-t18XVLg69gnF292LMb5qMXYgdzujXrrSDNsRuLnu-vkvw1bF-OvB8QVbPR6ar0TKxE0R2G4X7TfGiIxt1Ia7ZTNFQ.m3u8?ips=&u=1778227857
TVBS,http://8.218.84.3:8885/streams/Tt0Lm_oiSosIsFBkgwp6f2cFG_YRJQ05Vs8gudEK-QnZ3o1XrqoZOEaNOy1fVPwvpIbF18zMjWz812yw3JeD3F5cr11-hImy_AcN1LvHpSq-VqjV3o7D_RNhOTeGSGWef-bEpAfsF35jrYiSawuedbVYQtEEkXAskRUZBbr_e5igqmCT9zF41VIQXvpVLLPfwpIs1GddlrdNzkIzuFGKhLlVynX7HheXQqm7uGX1nBzQ74V9vRqkz7p1iUVIKt5wJ7BvdP0RpBk9q84R9hTVmw.m3u8?ips=&u=1778227786
中天新闻,http://8.218.84.3:8885/streams/SVfwNceEXkJaJyXXbWiHgK9Z7dCunz3Zo6E2nV0RvXRjxZHDOy91KcsooreaaZSxGl8PL_rrc0y8TQNOqKfBRAg7hmZN3-uqbJ24XZgIdHycoq4tAXPesShcKh-_Thy8vXw0vXpnjtocaa10ybRs3UQBeovzOVdkU4JTLXGKeS7XDz31TZMa7z7SRms7cOcZ3zPzheblbROrRWHfqeyAoAwHZFhks64DB1Jup1RbHf81BGkm7ZaAFV39MlG0UwZ9wAZKnPw6sUd46ZqHzP3DH3AYPayOlRU_roLOuROY0PQ.m3u8?ips=&u=1777771356
中天新闻,http://8.218.84.3:8885/streams/SVfwNceEXkJaJyXXbWiHgK9Z7dCunz3Zo6E2nV0RvXRjxZHDOy91KcsooreaaZSxHFAmK0nq-BPUHawq_MVOxWVHqFMzpzo51UWfDMklwnWq3hBBltxc8lx1aUm5_HJFwdQIloZtT_GGpMhvT1oTM2F-9KJ4dg-DCfkoDK7dvl8tbRPPeDGZMYvGuU52PTnibTKqIo32Swq9Bp4l2RM3O_c_QOsOaBV61JGVLDAco_-pDHADRUCXcggQcmJa13K-o8EPpdFVemSTQrJxsxnJkWUjacEfqS9_i6HBEYzTT-A.m3u8?ips=&u=1777771356
中天新闻,http://8.218.84.3:8885/streams/SVfwNceEXkJaJyXXbWiHgK9Z7dCunz3Zo6E2nV0RvXRjxZHDOy91KcsooreaaZSxHFAmK0nq-BPUHawq_MVOxWVHqFMzpzo51UWfDMklwnWq3hBBltxc8lx1aUm5_HJFIEOrqC6xAUYiZ6qsJLvgY4AL-SoDJ6YUGvHHNNreSGF6ZOuePzcjltPuNU-N6mfuTdLTVTUiDo4GmmVOH7whPeydxvpfV1Pl2n_zWp07qE-30LOoo3Yg0-UuFcUDC5_XPBcWxS40VkWueKAW8X1pQ96G2zUe8VUA5fkADKJhl5s.m3u8?ips=&u=1777853218
中天新闻,http://8.218.84.3:8885/streams/SVfwNceEXkJaJyXXbWiHgK9Z7dCunz3Zo6E2nV0RvXRjxZHDOy91KcsooreaaZSxHFAmK0nq-BPUHawq_MVOxWVHqFMzpzo51UWfDMklwnWq3hBBltxc8lx1aUm5_HJFfz7AIajbjG6cGJTU7NuVwfTQfqzuEJ-FumSIw_pG9YLpYrXLn14qb2iXiXhEv_K-Ix-dA3ZQjeXp_4KpVOZhv3fPNvGTotn1h2S5qrGI3q9epugvb9GGP9fcUxxji-41uR9gq42ovk20TQ19A1LpuFR6_0aT0_bdjIGxNyUcChw.m3u8?ips=&u=1777810784
中天新闻,http://8.218.84.3:8885/streams/SVfwNceEXkJaJyXXbWiHgK9Z7dCunz3Zo6E2nV0RvXRjxZHDOy91KcsooreaaZSxGl8PL_rrc0y8TQNOqKfBRAg7hmZN3-uqbJ24XZgIdHycoq4tAXPesShcKh-_Thy80nRiFt3kcL6a6scL4dU7OYgW8XSIPwXG2SvWnYVD5Okj4zc5yQkioMmCFcwYZNRxBkY2rPmjz0hhAESqnP3WxdFmh5sMy40Do0e5ureDABLiWqa36o490vREZe91C1Xk309t2uRoQfyG7P1OBohS6I8vH1zZWy1XuBAEzc9RNc4.m3u8?ips=&u=1777810784
中天新闻,http://8.218.84.3:8885/streams/SVfwNceEXkJaJyXXbWiHgK9Z7dCunz3Zo6E2nV0RvXRjxZHDOy91KcsooreaaZSxHFAmK0nq-BPUHawq_MVOxWVHqFMzpzo51UWfDMklwnWq3hBBltxc8lx1aUm5_HJFzk9i1OkMzWvCIUJhcEdiL8645jwWTADWAb0F5ciBE15MhEEhd25PFOLuQEsH5EvYBqve3KdY3o_vzagyX93Y2YJ3gK7m4ATdudCLShPnf1f3LIX3UJow8_8cJrSNCiFBVZjrfLTlCq7PY5tE8pGUgXFOXO3MtzHovV1r50jJgEs.m3u8?ips=&u=1777851232
中天新闻,http://8.218.84.3:8885/streams/SVfwNceEXkJaJyXXbWiHgK9Z7dCunz3Zo6E2nV0RvXRjxZHDOy91KcsooreaaZSxGl8PL_rrc0y8TQNOqKfBRAg7hmZN3-uqbJ24XZgIdHycoq4tAXPesShcKh-_Thy8-LqPEoJ3K7rxKl2p95Qzg5sbSSUJt-LctbbmjmMSzCIStxu5vCCWX4Yj7eHmWRZ3hQJeYnYAMwthOxXA4xvoOoR3_8Fda7xhvdhd3b6RuMLVaSmBopRsaeAROR5USoXeOfLyysr4LsSjbfoVee1KvDpJjSPJhlKTyM1tFx0-iis.m3u8?ips=&u=1777853218
中天新闻,http://8.218.84.3:8885/streams/SVfwNceEXkJaJyXXbWiHgK9Z7dCunz3Zo6E2nV0RvXRjxZHDOy91KcsooreaaZSxGl8PL_rrc0y8TQNOqKfBRAg7hmZN3-uqbJ24XZgIdHycoq4tAXPesShcKh-_Thy8be-PC5YXt1Pqeipfp483nJ6_yF3sQic0ScgN8sLSQhY_m5Ze7D-Mzoye3rllXJs68WSQS3G4lq679Jp6xvVJlNgpr_pFwx8SSIi7tx-5SP_YHgJ_7844rM9Vt4jV4g79rPJ9J86gMK08k-7k2q1gu3UIeTw3H8RS_EzuB1LbTHs.m3u8?ips=&u=1777851232
中天新闻,http://8.218.84.3:8885/streams/Tt0Lm_oiSosIsFBkgwp6f2cFG_YRJQ05Vs8gudEK-QnZ3o1XrqoZOEaNOy1fVPwvM847NRKj-6qgU1f1e7rdVQTe-5146S6unA4hNLVg4vam8u5g95cclc_REAZL65i4zmwKA1u6LGZtGf8CfryRPnvHFxPn4Iuooaaaz0oBUOfePCs5ZWrozjBe6VbDfHNGKXaNCCPkZ5xbzxb5U73Ma4053ucuADfCDd2OFQBTAyKMQNkpo7QooSqTgp9ymEoV2mRt7GZC8cA87Tatg4EdcgdJ1NHHrp2w_xq766lHxag.m3u8?ips=&u=1778227835
中天新闻,http://8.218.84.3:8885/streams/Tt0Lm_oiSosIsFBkgwp6f2cFG_YRJQ05Vs8gudEK-QnZ3o1XrqoZOEaNOy1fVPwv968nwpKWEK_SErp9E8N9LhCa6UenMS3SpuQ35ibsboKeTOIvtl3zPQ4sHlpfHh_bbFxzvk79wlX3ej2jXRM8F5le1fFaVvTaAOwFh0SQRQ1ZAq0-s-aqILmNKFec-ySF1XxAnqqI1lqTLh3X-wvRCbg-Hi2RW8ImS2WVopNS0UjL_tptsJyDlORc_ZMTwrfdkrl48W8FfkViRZe273HBvwO_szzlgFKfvQsVamU7T4M.m3u8?ips=&u=1778227843
中天亚洲,http://8.218.84.3:8885/streams/SVfwNceEXkJaJyXXbWiHgK9Z7dCunz3Zo6E2nV0RvXRjxZHDOy91KcsooreaaZSx3Qyr7TFUqe3WjU1Bafl3yiePcSVNdJE17ris8YHkrw4Kqrt5Gvte8cM747WgUTpxALiHgpVTue4aCXBHcfxiNjXe8RNAbLhA2jBFcKMKe9pg4xx_WPsafYcriwYzNgm6sepVSeRwACosNdDIrQ0GY8EtZPMjIB_gZO6YaNgz75W8Q_jQaYM4NCZveeKsyXSWnNkfjMjAiV857Ti8sfwdgA.m3u8?ips=&u=1777771356
中天亚洲,http://8.218.84.3:8885/streams/SVfwNceEXkJaJyXXbWiHgK9Z7dCunz3Zo6E2nV0RvXRjxZHDOy91KcsooreaaZSx3Qyr7TFUqe3WjU1Bafl3yiePcSVNdJE17ris8YHkrw4Kqrt5Gvte8cM747WgUTpxnkWOWYr38co4e-O-GHaWvHXwlfjA08MA1gTVgy0-owHOfm0gC9MAQlYr22Ab_0rkI5ygx8_vOWGVmcBgQZ9pM8m7K75nKfWxymRs9nPMe1rgPzbnEOsGskx2HimLAnYdVFBz7nxqix9eCKVIx5hf4Q.m3u8?ips=&u=1777810784
中天亚洲,http://8.218.84.3:8885/streams/SVfwNceEXkJaJyXXbWiHgK9Z7dCunz3Zo6E2nV0RvXRjxZHDOy91KcsooreaaZSx3Qyr7TFUqe3WjU1Bafl3yiePcSVNdJE17ris8YHkrw4Kqrt5Gvte8cM747WgUTpxWz0tqjhQ_8aNEHz93lphjRuxvObuxsZiMBh8L3Rrob03UXKVG9DDuXnq0O8qgmkQRwdGEJwSABD5sfZSRIbkg_oFBAVnfigGSaluftUeudvPZ2jc3eMaS2dnkAKaaly4dwDBj-cN8WOdZ3JPFtIKBQ.m3u8?ips=&u=1777851232
CCTV13,http://8.218.84.3:8885/streams/SVfwNceEXkJaJyXXbWiHgK9Z7dCunz3Zo6E2nV0RvXRjxZHDOy91KcsooreaaZSxBH3vgpkLNrnw1n5j7Vg_laGtkBmeXtZ1jtK6GK2MhPMvtI1hXk5Q4V_6iKuxpa82wcFGMjnmXz5UWZsjf8Gus2VeiOEv5zkfZUfV0I-pOpXQ61_lxuSnGM6yG4xL1Pq_L6Kz2rdGHOxuOAEhSZYYUFb7-Ngd52A6uA_JOwHDbP2bfCSWHs4Achve-XixTfy7VM2YPVcb7gIJVr9p8Xy4RQ.m3u8?ips=&u=1777851499
CCTV13,http://8.218.84.3:8885/streams/SVfwNceEXkJaJyXXbWiHgK9Z7dCunz3Zo6E2nV0RvXRjxZHDOy91KcsooreaaZSxBH3vgpkLNrnw1n5j7Vg_laGtkBmeXtZ1jtK6GK2MhPNp8XgIwa61FkEFNYWCYop4O7pVTrEmfPXUk1S1rWaAYDtbG3hL-Qv1Wx5Zv6SP2p6923FQFAchsbwgXCnDiCVVttl_ZiaDKFIIP1qxdcqnLd1eyDVdMmKoQkkvgTiRYcjcPrgtitzPK_WdXFKDrdXfSWd5wMAJ6mjtrGAhK9V3uA.m3u8?ips=&u=1777868068
CCTV13,http://8.218.84.3:8885/streams/SVfwNceEXkJaJyXXbWiHgK9Z7dCunz3Zo6E2nV0RvXRjxZHDOy91KcsooreaaZSxBH3vgpkLNrnw1n5j7Vg_laGtkBmeXtZ1jtK6GK2MhPNp8XgIwa61FkEFNYWCYop4_97RxFdSZJhxVD2A6J_z6EO1_NT9wngWeR0yj-wDNdb4OWJX6Zi46TqDrVa7WETNUwo8kSezKgMlv2ZeE71dWpoh-5BGLLriZGhUgCZmQqCtJ4WIN7p4LFp7nvz4Jwq31b3eoUUXRiEGA29pllSyPw.m3u8?ips=&u=1777868006
CCTV13,http://8.218.84.3:8885/streams/SVfwNceEXkJaJyXXbWiHgK9Z7dCunz3Zo6E2nV0RvXRjxZHDOy91KcsooreaaZSxBH3vgpkLNrnw1n5j7Vg_laGtkBmeXtZ1jtK6GK2MhPOevC9mI7jN4rSk0VH5_lLWDBzsMX7wj6egWH3wHx--fq6cGMV6-_DBSeNBbmdASLWhp8RUrVioHOsbL1S9LevfCinewM0QREfZ32GU-mDL1Jq86ZgViTvZxrKz_nKs5fDkChQxvQjhiBMPmjpK2z6nZAnGKfXTLK1a7qiObEiWmw.m3u8?ips=&u=1777777660
中视新闻,http://8.218.84.3:8885/streams/SVfwNceEXkJaJyXXbWiHgK9Z7dCunz3Zo6E2nV0RvXRjxZHDOy91KcsooreaaZSx6WPuiixuIaCzHakaMDxlYpBji7cQdBCgYq2bOCZXN__kSrmkAP0g69f88j8IubVqlSE917JIyj-Ud3F9v9luB_G_6SxrzDybNPMLURKHEKoP0RoLTRkKqykvbJ9UpzUiMIfMGtqfZGVCUXJhRL4fcwvDmI6-X72i7tsr6-G8CYAE-w3pO8RyJaTatyo4EULhRFHuYeh5rSgk0G9r6Mum6Jlluz_bi4zfWZc4E6QEUdM.m3u8?ips=&u=1777771356
中视新闻,http://8.218.84.3:8885/streams/SVfwNceEXkJaJyXXbWiHgK9Z7dCunz3Zo6E2nV0RvXRjxZHDOy91KcsooreaaZSx6WPuiixuIaCzHakaMDxlYpBji7cQdBCgYq2bOCZXN__kSrmkAP0g69f88j8IubVq1vgSvuSmu7SV4M_dy4rTWEtbuwhSHoudl2MS7XYzx40mSCadVqP9JCozR9_eMmd7tPrlaHAiEDc8xqq44w4gAJiOR6IzO-jwG2qSH7o-8l1jAAzDILWdvQV5gireoYDji9h0MYGVrRbYcpfPl8w5pjdisHI5rAcmnkFNI2hB_ng.m3u8?ips=&u=1777853279
中视新闻,http://8.218.84.3:8885/streams/SVfwNceEXkJaJyXXbWiHgK9Z7dCunz3Zo6E2nV0RvXRjxZHDOy91KcsooreaaZSx6WPuiixuIaCzHakaMDxlYpBji7cQdBCgYq2bOCZXN__kSrmkAP0g69f88j8IubVqtDKzZE11bhN_saYI_0H3hP5oJttZhq46QjoNDuIRDwiz3yeh5qJ9QAePETe2w7HCThbLzSwDjJwtjoHxiDInW5GQM1gTgZuTwSXQMlKUM_xl15bNCJ5uzI7putSgqVIDNEddHP42It16pQwn8KrdeLjdlPE93Fp37oCRSbZH7BY.m3u8?ips=&u=1777810784
中视新闻,http://8.218.84.3:8885/streams/SVfwNceEXkJaJyXXbWiHgK9Z7dCunz3Zo6E2nV0RvXRjxZHDOy91KcsooreaaZSx6WPuiixuIaCzHakaMDxlYpBji7cQdBCgYq2bOCZXN__kSrmkAP0g69f88j8IubVq0-1ULjJRBfF8MHgDeaQDeQTmUNe3uyOjusmfLSAFPUgNIkwfkuEr0pSsAYr2zB1dbh-DqoGNfGgfEE8-zUJa6leWDEABVrxdXDamI2FVYOk_vdecNVXZjvV4FjGSpPR0IpdHndQyWtsidLNudL-xTPRLacvpGTYF-dgIZvYlWVU.m3u8?ips=&u=1777851232
寰宇新闻,http://8.218.84.3:8885/streams/SVfwNceEXkJaJyXXbWiHgK9Z7dCunz3Zo6E2nV0RvXRjxZHDOy91KcsooreaaZSxNwDod5T91oP6hMsCym-IQB9avy8Of8cXBu4q13hVdQZB1m9aL47JCgafMPLDCzlAeo4D1vLro3J4htGy5QBAy9kJa0_4p0lV1Yc8wEKHqgvtuqE1hz-8zO349NhtFBD6z6IO7Mw3ns7LZ5nFl4nIWp2chNJUahxTbzQSiulO0KuTPCB-yYC531spk1VnMoozyWv7DHacrP-Lwi9coMcjIk629MHRTVYjDsGcEiX3u0E.m3u8?ips=&u=1777771356
寰宇新闻,http://8.218.84.3:8885/streams/SVfwNceEXkJaJyXXbWiHgK9Z7dCunz3Zo6E2nV0RvXRjxZHDOy91KcsooreaaZSxNwDod5T91oP6hMsCym-IQB9avy8Of8cXBu4q13hVdQZB1m9aL47JCgafMPLDCzlA5pJeeN6pImClrfzCe9gX8ybsleD8atPEwXrtIroX1HQYDbNpI2yEJgRnCsfm5sFBM-xJVdAbktRyrt0sFDhgNfzmCuJX0zN9dQK42Nr9fKoe7Uw4Y6QMyYFPRfIkNtTB1yj5MgCTPWC7pN3KzT6E7g30VIqEioeNqI0Kh3mWmrA.m3u8?ips=&u=1777853218
寰宇新闻,http://8.218.84.3:8885/streams/SVfwNceEXkJaJyXXbWiHgK9Z7dCunz3Zo6E2nV0RvXRjxZHDOy91KcsooreaaZSxNwDod5T91oP6hMsCym-IQB9avy8Of8cXBu4q13hVdQZB1m9aL47JCgafMPLDCzlAs4Tod4J0f15aoFmkw0xie0K2W83r-WE25apqS2PT1yUadYopiWgLczl4QQv5YFnKR328EqUWrGakoDpQfcEbmCGOE4Orgr-IZqUXoMJjgfflnHd59N5jXK0sHzK4iDXNxzycO_LFxWCQauFmhqlzBKzAvu4zTe-IwbWHwceAszM.m3u8?ips=&u=1777810784
寰宇新闻,http://8.218.84.3:8885/streams/SVfwNceEXkJaJyXXbWiHgK9Z7dCunz3Zo6E2nV0RvXRjxZHDOy91KcsooreaaZSxNwDod5T91oP6hMsCym-IQB9avy8Of8cXBu4q13hVdQZB1m9aL47JCgafMPLDCzlAyDTJd-C0gNvR0XSZV5bbmpd_Ve0Ic4GHqSDu1wE7jOOfsVPzGqzI9LAFlJkAwQ-QMD-zcULi8sWbJDGsGaNFdFKFrySbGQjdZisI9_WRM_VHPy7IUGXBPjY8LJ1OFQxIb9vWN1qDyT116Ic3t2Xikr_g9eJnnADto9xYkViGNY8.m3u8?ips=&u=1777851232
寰宇新闻台湾,http://8.218.84.3:8885/streams/SVfwNceEXkJaJyXXbWiHgK9Z7dCunz3Zo6E2nV0RvXRjxZHDOy91KcsooreaaZSxV0Xponu7G-uw8rC-5OCjk-vCpyvX0APJUmh4UaN8et2t9rcwcZKVA2-afyh5ADSMHx2pdMnQsdEQeNglt3TNub_1QAfjdByksaX_9mpb5OB6j_ILYPGgmDB-Ex7vvEbvlCGGoRJT18G5kbMjeaw70Xs_8iwTTT4a_6JajM2uAjwX2R6j0O8Sl7hN7XlTPsIfBpENKWrjQ0pdNriOG5HPwXVSsrBEiy-ijplZeFy1vE8.m3u8?ips=&u=1777771356
年代新闻,http://8.218.84.3:8885/streams/SVfwNceEXkJaJyXXbWiHgK9Z7dCunz3Zo6E2nV0RvXRjxZHDOy91KcsooreaaZSxj6SQcc-B8ndQsZcGF-KhdPHWD28Fp3Zg1jqgJUgagnjxr0-BaZM2R2H41avTadxP8cydFK5C0eTytaZXM0XSJScocmVDjnEoj44j5wqlbuwO-pJDQuLHTu9wmM4hisoOksVHz_bOJdBI7kh9WuczP9hzjV5zIy0JVAZvktxDPyxOsNuc2CrU0AGW6uENOa0u-Qs-jrL2pJlz1zhOXYkma3QkSoDgVQyWcYFDG0m2Ao8.m3u8?ips=&u=1777771356
华视新闻,http://8.218.84.3:8885/streams/SVfwNceEXkJaJyXXbWiHgK9Z7dCunz3Zo6E2nV0RvXRjxZHDOy91KcsooreaaZSxU1fS77j1XFqy9CbO9SAWWffTaRJy-zi25cV0_sH5IvtPMcADOzuYzXbie_orv44-DoN-wcjzW6sBKKuPU6Ihj6BmNqb9KtSdrRnJDwkQw4nRhqm2cxs7Ux82GSClvSpHSZPrtCNqYRTq80JcJI8D91egEXaDUR_hny1LV8YXVQUekRfSi3H8lyDcwjCQK4p3uP0x17hmcXx4SLXdzIGmPNzKEq8h-pa-4fCaLQtA5qE.m3u8?ips=&u=1777771356
台视新闻,http://8.218.84.3:8885/streams/SVfwNceEXkJaJyXXbWiHgK9Z7dCunz3Zo6E2nV0RvXRjxZHDOy91KcsooreaaZSxWDQvdWVVG018vWE5UUB-qorEkQD0bcf-CYWkK5e5WOwLm_pZX-5UNtogvgWfqahwASDHKMXNyp645EEPRw7-zhjq-dsNl7U9McfBsbujOBNMgPRMSYB7sPAMloRhN3S-EVlFCGGjhzBerz_o3EKZykbDJ4V-Dpkc_202WlQVtC4i18u7endmL9hvg5xfhHFtGmXG24ZB-LJckM6VJIfJdNSiK9rCXtw-lUymfygWXF8.m3u8?ips=&u=1777771356
台视财经,http://8.218.84.3:8885/streams/SVfwNceEXkJaJyXXbWiHgK9Z7dCunz3Zo6E2nV0RvXRjxZHDOy91KcsooreaaZSx64EAoGumLjsikVCZSl5niRv14coQo78UkYZHNtyIlIjxOVMZq4x7S0pKg2xwVt50m0nMYJgXqdhThtyjz5MTqvZCiay0HY1h4OgYa70PwkT3CwnymS7mEZOtUowe4rN2k6MzsonMPD9xstsawpk5EJZfW92hEw7wjh0a9t8KoKAhzIFVnXjEoV-Y_R3PV2Ikbxh3Y5YbtcnrGgKaA9IjWHEoJAfD7yzqJJpZxGTP_go.m3u8?ips=&u=1777771356
TVBS新闻,http://8.218.84.3:8885/streams/SVfwNceEXkJaJyXXbWiHgK9Z7dCunz3Zo6E2nV0RvXRjxZHDOy91KcsooreaaZSxKsApMG7qgzNcPeQDVRFIagm9wPCL98AsQiim2pK1dUHnxAKibDa53tfOQ5gtoKPgMJ56n1abLAigbspvioyPNlMlQvX4q7zwM7DJHsU3u9FNUBvsvCFeKqJIAILK7UxIYnfVoAwH5_JAv7Ao6O3MYNMbNnwIgQoPUPi6X7NOEg-1nrRiGZE22xnpQXMYkaZWpCtGdsvut4W7Bp8ZShDwEg.m3u8?ips=&u=1777771356
东森新闻,http://8.218.84.3:8885/streams/SVfwNceEXkJaJyXXbWiHgK9Z7dCunz3Zo6E2nV0RvXRjxZHDOy91KcsooreaaZSxi_ivm6TcupmEuBdrLa_DEdlMwisNVCg_7Nv1Wu_aAiokKp9yqhQtP8KGDf-0HceMm4fe-I6wdheUsA0Sl6AUOa91lEYaopUECSpXzUy7l6B-D6tnqdTuZ6opQdx_OY1W3TLIiUl80TJNSTUw9WKJiMSuKg3vAMdUS5y1fUAMxUm1gLFl_PA-iMz8tdaXlEZX6bRhJt_ReHSj7uGEyV3iKsGEBkh8rcicZg4o0TQ6Xhw.m3u8?ips=&u=1777771356
东森财经新闻,http://8.218.84.3:8885/streams/SVfwNceEXkJaJyXXbWiHgK9Z7dCunz3Zo6E2nV0RvXRjxZHDOy91KcsooreaaZSxCxf6HKlKKlIiGUoUiKB-DO-RbtyS7RaWQsfiGC2wALQlQDQY44UMMq7AtcJD6eLe5k2k6b_TIYtxgrgUxitCa7kO6P6h1V96j9ESMV7CURABaZ-nslO1tk1JQy44m8dj7WYECqm67CeiQtOatT8Dk_kVW7n55WeVF4yQt3AC14hdUVvKcRErMEUsazDRFbZnwqM0mCUGhHI63yakmSK7mMXjh2jrDH2LKL6vmZiL6MI.m3u8?ips=&u=1777771356
民视新闻,http://8.218.84.3:8885/streams/SVfwNceEXkJaJyXXbWiHgK9Z7dCunz3Zo6E2nV0RvXRjxZHDOy91KcsooreaaZSxf2aDZsD8HwtpA7pfCnEzQklAtq0gWBm54BgGzLkL9a4VMLlg6v8TFFG8BBE8pnB3-0j0kFvoykdAT3-_OKU16ZvdFO42TNLLAvgytbW4sPmZREGABZoSlgL0LxCfPbhiEj_XoLvuB6DVmiPf8BLU0OIDgA8UArhkyXU5yaJ_qaDbdwg76U1LiK3cDsZKJWJ9QYI7yZFfIzMizNlXP8nU8u-YbaSp-F0-S6xxGeQv5j0.m3u8?ips=&u=1777771356
非凡新闻,http://8.218.84.3:8885/streams/SVfwNceEXkJaJyXXbWiHgK9Z7dCunz3Zo6E2nV0RvXRjxZHDOy91KcsooreaaZSxDuJJS_S917tGyV-p2EQtYE3_ndXPp0bSOpVIP_QaquPxuPO0KJ9P2SZ0szZyeZVYgihHcXJWQAE65QMe4Lnup0HuMMg9WlC9g8qI9QvahEoD1caKvhG5osx6MiqXRK8fYRB3O7MhG7sgT7WIu598WVuI1j5ySjMnApQPrpG57cxidy3cO3Vsj2gc4P5osJfm-BgiT3h6z1bD2FObPOS9ImaOQQgW6hJIx3XtxuAXogI.m3u8?ips=&u=1777771356
非凡商业,http://8.218.84.3:8885/streams/SVfwNceEXkJaJyXXbWiHgK9Z7dCunz3Zo6E2nV0RvXRjxZHDOy91KcsooreaaZSx_VuJdXrjGosU45viLnvh7B2J1H3AfuK88-BUnD6R3HLP401vbb0IwKNYoMv4gZu5h2ij51PBSjF2QmDsBjHTCQZKCkt7mhG590euVawmprK1nBj21ve4X6e_wPQhx8N_hPx1tHHRKsQq0VG1h9pVEAai1JfqNmtlTd7yZ5046Lmhew-vbH8kWYLsRH-T1809mWoxpMb4j0G-HkdnGFjdJiQZD_PR5S1JnXffbZHA0-o.m3u8?ips=&u=1777771356
壹新闻,http://8.218.84.3:8885/streams/SVfwNceEXkJaJyXXbWiHgK9Z7dCunz3Zo6E2nV0RvXRjxZHDOy91KcsooreaaZSx-d8LKuKprb-E-btqXL651iYPmhKwxF9Q-F1jiMPXJ88tkh9Kma0r635wb3twCR2HJPiYRxXpZwZUEKCtAX8JyXgYY27BwKDsxJDyHo4tZjSCICKTY-cFWsP916kPRQ-exwmkjjLe3Pwxg2eqz8_rAkaU0WmhsZGsZc8YoXl2Zl8CV1SwCxHtB6QZBwkCKMFgAqUW2TCi2zbkD3K8kuu4VGrtEob0h1Po-k4nSPdtE3g.m3u8?ips=&u=1777810784
央视,#genre#
CCTV-1,http://8.218.84.3:8885/streams/SVfwNceEXkJaJyXXbWiHgK9Z7dCunz3Zo6E2nV0RvXRjxZHDOy91KcsooreaaZSxJSZ5mvdOPj8Av4D1L-4y2M6k05JeDLQQNA0N-hppflh-tL3aV4zdtlghfpTPVAD1ZG52jrK_1utXoXbVE1_g6Ml1ofYgvqO6irsEPpcSzZ6y26qTQf9YXfEMpcQSrAPVtOKV8jPSjU7xLpRc7xrpcY16QEbOa8Ikl5xaCBrS8dGi95RCRIPl8ObRamYsonHTtclz_0C26798YumyJFqkwA.m3u8?ips=&u=1777851499
CCTV-1,http://8.218.84.3:8885/streams/SVfwNceEXkJaJyXXbWiHgK9Z7dCunz3Zo6E2nV0RvXRjxZHDOy91KcsooreaaZSxTaogIBvEshpgmE89W4SPqjUYcrpuFxuDHf9OwCX4KiGiIw4xgIL5d1jFejnGeDQbswmYbrERAPIkerADK7IloVBVMmrdrFvLftBytVHMdAAAojteSlz__BOhp5VceVAxnQJsDfkyzxHdNmF_Jyuod8BMFrG5Ze0IsQP-gSo5KfItcY_dWbwt0uaA3KfloPrF-Rs8PpZdgHTdTOFh_BbziyfSJE8wvRV4r5SeqE97G7I.m3u8?ips=&u=1777851499
CCTV-2,http://8.218.84.3:8885/streams/SVfwNceEXkJaJyXXbWiHgK9Z7dCunz3Zo6E2nV0RvXRjxZHDOy91KcsooreaaZSx8wIZH3LNFO2nxKshDv2xgzqTt-GyFR3HgW2gnukftY2f78Jzu76I4U28wCEt5EvVUJOuHR4oGqvyWx6fz-V0nVFstPhPht-ldB_evPogFX0ivKaO9JUw_2Svn_rFgo_xUCzqD45e1y_pmUE-4txd4abdlvm_lehr6HsaVmjwmlvds42qGWm6HpcDbhw93vgx-fyinWGHcZVzTc94-PpnIw.m3u8?ips=&u=1777851499
CCTV-3,http://8.218.84.3:8885/streams/SVfwNceEXkJaJyXXbWiHgK9Z7dCunz3Zo6E2nV0RvXRjxZHDOy91KcsooreaaZSxuCUH7r3A86ABvkSOJEz7LHYlt8OxxaAi0flpZAIzSG1db2jnT4bF642nSh-8op7iR2ELAkgf15TLmz28-FZdQ02P4wiFtdDcQnBhNX07Z7aaji_TKTBtcBj0d_cdXUT04__n1AQTHhugjjlRw3eu-s9S4OWGLWz6dXsh3D5vHumfrXK85oCegdUctEh6c-9b9UStHDqE2Ti7jnQJY5MdFA.m3u8?ips=&u=1777851499
